player,nationality,position,team,comp_level,age,minutes_90s,birth_year_gk,gk_games,gk_games_starts,gk_minutes,gk_goals_against,gk_goals_against_per90,gk_shots_on_target_against,gk_saves,gk_save_pct,gk_wins,gk_ties,gk_losses,gk_clean_sheets,gk_clean_sheets_pct,gk_pens_att,gk_pens_allowed,gk_pens_saved,gk_pens_missed,gk_pens_save_pct,gk_free_kick_goals_against,gk_corner_kick_goals_against,gk_own_goals_against,gk_psxg,gk_psnpxg_per_shot_on_target_against,gk_psxg_net,gk_psxg_net_per90,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_def_actions_outside_pen_area_per90,gk_avg_distance_def_actions,birth_year,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xg_per90,npxg_per90,shots_on_target,shots_free_kicks,shots_on_target_pct,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,throw_ins,passes_offsides,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,blocks,blocked_shots,blocked_passes,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,passes_received,miscontrols,dispossessed,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
103,Diego López,es ESP,GK,Espanyol,es La Liga,39,35.3,1981,36.0,36.0,3177.0,49.0,1.39,157.0,110.0,70.7,9.0,11.0,14.0,9.0,25.0,4.0,3.0,0.0,1.0,0.0,0.0,4.0,2.0,50.3,0.31,3.3,0.09,158.0,429.0,36.8,859.0,207.0,33.8,33.8,298.0,46.6,38.7,616.0,35.0,5.7,43.0,1.22,13.7,1981,36.0,36.0,3177.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,857.0,1160.0,73.9,23893.0,16033.0,149.0,152.0,98.0,426.0,433.0,98.4,278.0,568.0,48.9,1.0,12.0,0.0,0.0,0.0,732.0,425.0,127.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.06,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,21.0,1.0,1251.0,1076.0,1239.0,14.0,0.0,0.0,1251.0,0.0,0.0,0.0,403.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,49.0,10.0,0.0,100.0
104,Pau López,es ESP,GK,Marseille,fr Ligue 1,26,29.0,1994,29.0,29.0,2610.0,31.0,1.07,86.0,55.0,68.6,15.0,6.0,8.0,10.0,34.5,4.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,30.2,0.32,-0.8,-0.03,79.0,248.0,31.9,1166.0,145.0,16.8,25.8,167.0,31.1,33.4,271.0,19.0,7.0,46.0,1.59,17.8,1994,29.0,29.0,2610.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.03,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1136.0,1334.0,85.2,25402.0,15433.0,298.0,298.0,100.0,620.0,627.0,98.9,216.0,405.0,53.3,1.0,14.0,0.0,0.0,1.0,1108.0,225.0,58.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,0.21,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,1.0,1384.0,801.0,1323.0,63.0,0.0,0.0,1384.0,0.0,0.0,0.0,840.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,52.0,6.0,0.0,100.0
105,Jonas Lössl,dk DEN,GK,Brentford,eng Premier League,32,2.0,1989,2.0,2.0,180.0,5.0,2.5,7.0,2.0,28.6,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.46,-1.8,-0.9,9.0,25.0,36.0,48.0,6.0,43.8,35.7,13.0,30.8,31.7,30.0,1.0,3.3,5.0,2.5,22.7,1989,2.0,2.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,61.0,68.9,1177.0,782.0,6.0,6.0,100.0,17.0,18.0,94.4,18.0,36.0,50.0,0.0,2.0,0.0,0.0,1.0,46.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,64.0,46.0,62.0,2.0,0.0,0.0,64.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
106,Marcel Lotka,pl POL,GK,Hertha BSC,de Bundesliga,20,9.8,2001,10.0,9.0,885.0,20.0,2.03,49.0,29.0,65.3,2.0,1.0,6.0,2.0,22.2,3.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,13.8,0.23,-6.2,-0.63,63.0,188.0,33.5,262.0,47.0,52.3,39.7,73.0,69.9,52.5,144.0,13.0,9.0,10.0,1.02,12.1,2001,10.0,9.0,885.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,336.0,59.8,6643.0,5439.0,28.0,29.0,96.6,83.0,87.0,95.4,90.0,219.0,41.1,0.0,6.0,0.0,0.0,0.0,220.0,115.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,360.0,298.0,357.0,2.0,1.0,1.0,360.0,0.0,0.0,0.0,116.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,13.0,6.0,1.0,85.7
107,Andriy Lunin,ua UKR,GK,Real Madrid,es La Liga,22,2.0,1999,2.0,2.0,180.0,2.0,1.0,9.0,6.0,88.9,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,50.0,0.0,0.0,0.0,3.6,0.22,1.6,0.81,5.0,10.0,50.0,57.0,13.0,7.0,23.3,23.0,26.1,33.6,39.0,3.0,7.7,0.0,0.0,9.9,1999,2.0,2.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,80.0,87.5,1696.0,1086.0,12.0,12.0,100.0,43.0,46.0,93.5,15.0,22.0,68.2,0.0,0.0,0.0,0.0,0.0,54.0,26.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,88.0,84.0,88.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
108,Andrey Lunyov,ru RUS,GK,Leverkusen,de Bundesliga,29,1.0,1991,1.0,1.0,90.0,1.0,1.0,2.0,1.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.19,-0.6,-0.62,4.0,10.0,40.0,43.0,5.0,14.0,25.4,6.0,66.7,53.7,21.0,0.0,0.0,0.0,0.0,13.0,1991,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,49.0,87.8,1028.0,707.0,9.0,9.0,100.0,27.0,27.0,100.0,7.0,13.0,53.8,0.0,0.0,0.0,0.0,0.0,43.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,40.0,49.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
109,Andreas Luthe,de GER,GK,Union Berlin,de Bundesliga,34,27.0,1987,27.0,27.0,2430.0,39.0,1.44,104.0,68.0,64.4,11.0,7.0,9.0,6.0,22.2,2.0,2.0,0.0,0.0,0.0,0.0,5.0,3.0,30.5,0.29,-5.5,-0.2,163.0,472.0,34.5,784.0,122.0,43.6,36.0,217.0,59.9,44.2,399.0,29.0,7.3,24.0,0.89,12.9,1987,27.0,27.0,2430.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,660.0,1005.0,65.7,19469.0,14514.0,119.0,120.0,99.2,290.0,300.0,96.7,249.0,576.0,43.2,0.0,26.0,0.0,0.0,0.0,716.0,285.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,4.0,1066.0,831.0,1061.0,5.0,0.0,0.0,1066.0,0.0,0.0,0.0,481.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,33.0,7.0,0.0,100.0
110,Niki Mäenpää,fi FIN,GK,Venezia,it Serie A,36,16.5,1985,17.0,16.0,1485.0,27.0,1.64,84.0,57.0,73.8,1.0,4.0,11.0,1.0,6.3,6.0,5.0,0.0,1.0,0.0,0.0,4.0,0.0,28.2,0.28,1.2,0.07,70.0,221.0,31.7,379.0,74.0,43.5,36.0,143.0,39.2,35.4,275.0,6.0,2.2,10.0,0.61,10.8,1985,17.0,16.0,1485.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.06,0.06,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,353.0,523.0,67.5,9427.0,6881.0,95.0,96.0,99.0,152.0,156.0,97.4,102.0,265.0,38.5,1.0,4.0,1.0,0.0,0.0,327.0,195.0,52.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,569.0,494.0,566.0,3.0,0.0,0.0,569.0,0.0,0.0,0.0,211.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,22.0,7.0,0.0,100.0
111,Mike Maignan,fr FRA,GK,Milan,it Serie A,26,32.0,1995,32.0,32.0,2880.0,21.0,0.66,101.0,81.0,81.2,22.0,7.0,3.0,17.0,53.1,2.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0,24.3,0.22,4.3,0.13,157.0,374.0,42.0,1005.0,164.0,31.4,33.0,149.0,38.9,36.5,347.0,25.0,7.2,45.0,1.41,16.8,1995,32.0,32.0,2880.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.03,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,914.0,1155.0,79.1,24901.0,17349.0,172.0,172.0,100.0,430.0,432.0,99.5,305.0,543.0,56.2,2.0,36.0,2.0,0.0,1.0,940.0,214.0,65.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.28,6.0,3.0,0.0,0.0,0.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,1214.0,874.0,1202.0,13.0,0.0,0.0,1214.0,0.0,0.0,0.0,658.0,2.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,51.0,6.0,2.0,75.0
112,Giorgi Mamardashvili,ge GEO,GK,Valencia,es La Liga,20,18.0,2000,18.0,18.0,1620.0,20.0,1.11,75.0,55.0,76.0,5.0,7.0,6.0,8.0,44.4,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,21.1,0.26,1.1,0.06,115.0,314.0,36.6,346.0,64.0,57.8,41.4,149.0,76.5,53.7,273.0,13.0,4.8,29.0,1.61,16.3,2000,18.0,18.0,1620.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281.0,498.0,56.4,10131.0,8314.0,36.0,38.0,94.7,105.0,110.0,95.5,138.0,345.0,40.0,0.0,8.0,0.0,0.0,0.0,269.0,226.0,77.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,541.0,443.0,537.0,5.0,0.0,0.0,541.0,0.0,0.0,0.0,137.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,29.0,6.0,0.0,100.0
113,Steve Mandanda,fr FRA,GK,Marseille,fr Ligue 1,36,9.0,1985,9.0,9.0,810.0,7.0,0.78,26.0,20.0,73.1,6.0,2.0,1.0,5.0,55.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,6.7,0.26,0.7,0.08,40.0,104.0,38.5,332.0,37.0,23.5,28.0,67.0,38.8,34.4,135.0,6.0,4.4,21.0,2.33,19.1,1985,9.0,9.0,810.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327.0,402.0,81.3,7761.0,5343.0,84.0,86.0,97.7,175.0,178.0,98.3,66.0,133.0,49.6,1.0,5.0,0.0,0.0,0.0,317.0,82.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.33,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,417.0,255.0,413.0,4.0,0.0,0.0,417.0,0.0,0.0,0.0,244.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,0.0,100.0
114,Anthony Mandrea,dz ALG,GK,Angers,fr Ligue 1,24,10.0,1996,10.0,10.0,900.0,14.0,1.4,44.0,31.0,68.2,3.0,3.0,4.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,12.6,0.29,-0.4,-0.04,37.0,139.0,26.6,184.0,37.0,50.5,40.5,88.0,52.3,45.2,186.0,8.0,4.3,8.0,0.8,11.6,1996,10.0,10.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.0,273.0,59.0,5083.0,3669.0,18.0,18.0,100.0,80.0,81.0,98.8,62.0,172.0,36.0,0.0,3.0,0.0,0.0,0.0,149.0,123.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,305.0,275.0,304.0,1.0,0.0,0.0,305.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,100.0
115,Davide Marfella,it ITA,GK,Napoli,it Serie A,21,0.1,1999,1.0,0.0,11.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.05,0.1,0.44,0.0,0.0,0.0,1.0,1.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1999,1.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,15.0,9.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,Emiliano Martínez,ar ARG,GK,Aston Villa,eng Premier League,28,36.0,1992,36.0,36.0,3240.0,48.0,1.33,140.0,93.0,68.6,13.0,6.0,17.0,11.0,30.6,6.0,4.0,1.0,1.0,20.0,2.0,5.0,2.0,42.1,0.27,-3.9,-0.11,146.0,406.0,36.0,824.0,162.0,36.4,33.6,275.0,38.5,34.1,474.0,34.0,7.2,33.0,0.92,15.4,1992,36.0,36.0,3240.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,816.0,1103.0,74.0,21013.0,14356.0,202.0,203.0,99.5,383.0,390.0,98.2,227.0,502.0,45.2,0.0,15.0,0.0,0.0,0.0,722.0,377.0,102.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,0.14,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,33.3,2.0,0.0,0.0,0.0,0.0,6.0,1.0,1160.0,988.0,1142.0,19.0,0.0,0.0,1160.0,0.0,0.0,0.0,451.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,32.0,8.0,1.0,88.9
117,Josep Martinez,es ESP,GK,RB Leipzig,de Bundesliga,23,1.0,1998,1.0,1.0,90.0,3.0,3.0,4.0,1.0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.37,-1.5,-1.51,2.0,5.0,40.0,14.0,1.0,28.6,29.6,7.0,14.3,29.4,4.0,0.0,0.0,4.0,4.0,25.0,1998,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,21.0,85.7,435.0,368.0,4.0,4.0,100.0,10.0,10.0,100.0,4.0,7.0,57.1,0.0,1.0,0.0,0.0,0.0,13.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,12.0,22.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,100.0
118,Luís Maximiano,pt POR,GK,Granada,es La Liga,22,34.8,1999,35.0,35.0,3136.0,55.0,1.58,177.0,122.0,71.8,8.0,12.0,14.0,7.0,20.0,7.0,5.0,2.0,0.0,28.6,0.0,7.0,2.0,56.0,0.28,3.0,0.09,232.0,730.0,31.8,839.0,149.0,56.7,42.6,335.0,75.8,52.5,574.0,29.0,5.1,54.0,1.55,17.6,1999,35.0,35.0,3136.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,641.0,1177.0,54.5,22171.0,18038.0,89.0,89.0,100.0,250.0,258.0,96.9,301.0,826.0,36.4,0.0,33.0,1.0,0.0,1.0,708.0,466.0,131.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,0.14,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,3.0,6.0,50.0,3.0,0.0,0.0,0.0,1.0,16.0,2.0,1268.0,1061.0,1262.0,10.0,0.0,0.0,1268.0,2.0,2.0,100.0,374.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,50.0,6.0,1.0,85.7
119,Alex McCarthy,eng ENG,GK,Southampton,eng Premier League,31,17.0,1989,17.0,17.0,1530.0,27.0,1.59,71.0,44.0,62.0,3.0,7.0,7.0,5.0,29.4,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,21.5,0.31,-5.5,-0.32,74.0,246.0,30.1,383.0,78.0,40.7,34.7,125.0,72.0,50.6,255.0,22.0,8.6,5.0,0.29,9.6,1989,17.0,17.0,1530.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318.0,508.0,62.6,8708.0,6549.0,79.0,79.0,100.0,139.0,141.0,98.6,97.0,283.0,34.3,1.0,9.0,0.0,0.0,0.0,343.0,165.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.12,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,538.0,429.0,535.0,3.0,0.0,0.0,538.0,0.0,0.0,0.0,231.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,6.0,0.0,100.0
120,Edouard Mendy,sn SEN,GK,Chelsea,eng Premier League,29,34.0,1992,34.0,34.0,3060.0,31.0,0.91,102.0,72.0,75.5,19.0,10.0,5.0,14.0,41.2,6.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,28.4,0.22,-1.6,-0.05,83.0,193.0,43.0,779.0,154.0,18.9,25.3,177.0,26.0,24.9,375.0,28.0,7.5,46.0,1.35,14.9,1992,34.0,34.0,3060.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,811.0,957.0,84.7,17070.0,11359.0,282.0,284.0,99.3,333.0,344.0,96.8,157.0,288.0,54.5,0.0,5.0,0.0,0.0,0.0,733.0,223.0,46.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.06,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,33.3,2.0,0.0,0.0,0.0,0.0,13.0,4.0,1020.0,882.0,1015.0,5.0,0.0,0.0,1020.0,0.0,0.0,0.0,525.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,42.0,11.0,1.0,91.7
121,Alex Meret,it ITA,GK,Napoli,it Serie A,24,6.9,1997,7.0,7.0,619.0,6.0,0.87,29.0,23.0,79.3,4.0,1.0,1.0,2.0,28.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,0.22,0.4,0.06,13.0,29.0,44.8,160.0,45.0,12.5,25.1,36.0,25.0,26.5,89.0,3.0,3.4,5.0,0.73,14.6,1997,7.0,7.0,619.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,197.0,89.3,4020.0,2763.0,51.0,51.0,100.0,75.0,76.0,98.7,49.0,67.0,73.1,0.0,0.0,0.0,0.0,0.0,149.0,47.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,207.0,184.0,206.0,1.0,0.0,0.0,207.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
