player,nationality,position,team,comp_level,age,minutes_90s,birth_year_gk,gk_games,gk_games_starts,gk_minutes,gk_goals_against,gk_goals_against_per90,gk_shots_on_target_against,gk_saves,gk_save_pct,gk_wins,gk_ties,gk_losses,gk_clean_sheets,gk_clean_sheets_pct,gk_pens_att,gk_pens_allowed,gk_pens_saved,gk_pens_missed,gk_pens_save_pct,gk_free_kick_goals_against,gk_corner_kick_goals_against,gk_own_goals_against,gk_psxg,gk_psnpxg_per_shot_on_target_against,gk_psxg_net,gk_psxg_net_per90,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_def_actions_outside_pen_area_per90,gk_avg_distance_def_actions,birth_year,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xg_per90,npxg_per90,shots_on_target,shots_free_kicks,shots_on_target_pct,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,throw_ins,passes_offsides,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,blocks,blocked_shots,blocked_passes,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,passes_received,miscontrols,dispossessed,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
29,Willy Caballero,ar ARG,GK,Southampton,eng Premier League,39,2.0,1981,2.0,2.0,180.0,5.0,2.5,11.0,6.0,54.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.3,0.31,-1.7,-0.85,17.0,36.0,47.2,47.0,0.0,51.1,38.4,13.0,92.3,56.5,33.0,1.0,3.0,4.0,2.0,14.0,1981,2.0,2.0,180.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,60.0,61.7,1320.0,1119.0,6.0,6.0,100.0,12.0,12.0,100.0,19.0,42.0,45.2,0.0,1.0,0.0,0.0,0.0,41.0,19.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,69.0,47.0,69.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0
30,Marc-Aurèle Caillard,fr FRA,GK,Metz,fr Ligue 1,27,17.1,1994,19.0,17.0,1542.0,30.0,1.75,87.0,57.0,67.8,4.0,5.0,8.0,5.0,29.4,2.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,27.5,0.3,-2.5,-0.15,103.0,276.0,37.3,286.0,87.0,44.8,38.9,168.0,88.1,58.5,263.0,10.0,3.8,13.0,0.76,12.8,1994,19.0,17.0,1542.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.0,455.0,59.1,9691.0,8167.0,28.0,28.0,100.0,113.0,117.0,96.6,127.0,308.0,41.2,0.0,7.0,0.0,0.0,0.0,234.0,220.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,9.0,1.0,511.0,466.0,509.0,2.0,0.0,0.0,511.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,100.0
31,Cárdenas,es ESP,GK,Levante,es La Liga,24,24.0,1997,24.0,24.0,2160.0,46.0,1.92,120.0,74.0,65.0,6.0,6.0,12.0,5.0,20.8,4.0,4.0,0.0,0.0,0.0,1.0,5.0,0.0,41.5,0.31,-4.5,-0.19,92.0,296.0,31.1,525.0,85.0,41.9,36.6,198.0,38.4,35.7,332.0,10.0,3.0,26.0,1.08,15.6,1997,24.0,24.0,2160.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,496.0,725.0,68.4,13104.0,9639.0,124.0,125.0,99.2,201.0,204.0,98.5,160.0,382.0,41.9,1.0,17.0,0.0,0.0,0.0,454.0,269.0,70.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,6.0,0.25,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,19.0,0.0,800.0,706.0,793.0,8.0,0.0,0.0,800.0,0.0,0.0,0.0,301.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,33.0,2.0,1.0,66.7
32,Kiko Casilla,es ESP,GK,Elche,es La Liga,34,14.0,1986,14.0,14.0,1260.0,17.0,1.21,60.0,43.0,71.7,3.0,4.0,7.0,3.0,21.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17.2,0.29,0.2,0.01,75.0,218.0,34.4,348.0,77.0,42.5,36.4,136.0,51.5,40.8,217.0,8.0,3.7,15.0,1.07,15.2,1986,14.0,14.0,1260.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324.0,486.0,66.7,9565.0,7214.0,58.0,58.0,100.0,134.0,139.0,96.4,128.0,283.0,45.2,1.0,4.0,0.0,0.0,0.0,296.0,188.0,52.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,0.43,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,516.0,433.0,514.0,2.0,0.0,0.0,516.0,0.0,0.0,0.0,181.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21.0,3.0,0.0,100.0
33,Koen Casteels,be BEL,GK,Wolfsburg,de Bundesliga,29,28.0,1992,28.0,28.0,2520.0,40.0,1.43,118.0,76.0,68.6,11.0,6.0,11.0,10.0,35.7,6.0,3.0,2.0,1.0,40.0,0.0,4.0,0.0,42.0,0.32,2.0,0.07,165.0,370.0,44.6,873.0,135.0,30.6,32.3,204.0,50.5,42.1,413.0,31.0,7.5,30.0,1.07,14.8,1992,28.0,28.0,2520.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,843.0,1079.0,78.1,24035.0,16224.0,144.0,145.0,99.3,389.0,395.0,98.5,307.0,532.0,57.7,0.0,13.0,0.0,0.0,1.0,817.0,260.0,56.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.04,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,2.0,1144.0,917.0,1137.0,11.0,0.0,0.0,1144.0,2.0,2.0,100.0,605.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,41.0,9.0,0.0,100.0
34,Leonardo César Jardim,br BRA,GK,Lille,fr Ligue 1,26,17.0,1995,17.0,17.0,1530.0,20.0,1.18,62.0,47.0,74.2,6.0,6.0,5.0,8.0,47.1,5.0,4.0,1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995,17.0,17.0,1530.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Jasper Cillessen,nl NED,GK,Valencia,es La Liga,32,16.2,1989,17.0,17.0,1457.0,29.0,1.79,77.0,49.0,68.8,4.0,7.0,5.0,3.0,17.6,6.0,5.0,1.0,0.0,16.7,0.0,4.0,2.0,28.6,0.31,1.6,0.1,104.0,242.0,43.0,351.0,69.0,49.0,39.8,94.0,74.5,54.6,195.0,6.0,3.1,14.0,0.86,16.0,1989,17.0,17.0,1457.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.06,0.06,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.0,447.0,66.9,10204.0,8337.0,41.0,42.0,97.6,108.0,110.0,98.2,148.0,291.0,50.9,1.0,9.0,0.0,0.0,0.0,303.0,142.0,48.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.31,4.0,1.0,0.0,0.0,0.0,0.0,2.0,0.12,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,6.0,0.0,482.0,401.0,480.0,2.0,0.0,0.0,482.0,0.0,0.0,0.0,178.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.0,1.0,0.0,100.0
36,Diego Conde,es ESP,GK,Getafe,es La Liga,22,0.1,1998,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,4.0,0.0,100.0,61.0,2.0,100.0,68.0,5.0,1.0,20.0,0.0,0.0,5.0,1998,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,Andrea Consigli,it ITA,GK,Sassuolo,it Serie A,34,36.9,1987,37.0,37.0,3322.0,63.0,1.71,171.0,108.0,67.8,13.0,11.0,12.0,3.0,8.1,9.0,8.0,1.0,0.0,11.1,0.0,10.0,1.0,56.0,0.28,-6.0,-0.16,186.0,431.0,43.2,1219.0,174.0,29.0,30.9,246.0,31.7,28.8,491.0,21.0,4.3,30.0,0.81,13.4,1987,37.0,37.0,3322.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1161.0,1469.0,79.0,29559.0,19688.0,291.0,294.0,99.0,475.0,484.0,98.1,381.0,673.0,56.6,1.0,7.0,1.0,0.0,0.0,1084.0,381.0,135.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,7.0,0.19,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,23.0,3.0,1572.0,1199.0,1557.0,15.0,0.0,0.0,1572.0,0.0,0.0,0.0,782.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,2.0,0.0,41.0,7.0,1.0,87.5
38,Benoît Costil,fr FRA,GK,Bordeaux,fr Ligue 1,34,25.0,1987,25.0,25.0,2250.0,62.0,2.48,133.0,72.0,57.1,3.0,8.0,14.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,1.0,5.0,1.0,44.1,0.29,-16.9,-0.68,181.0,424.0,42.7,686.0,78.0,40.2,35.3,218.0,67.9,47.9,355.0,9.0,2.5,39.0,1.56,16.9,1987,25.0,25.0,2250.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,632.0,905.0,69.8,19839.0,14851.0,79.0,79.0,100.0,259.0,264.0,98.1,290.0,556.0,52.2,1.0,8.0,1.0,0.0,2.0,589.0,315.0,96.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,0.24,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,0.0,6.0,3.0,965.0,776.0,950.0,15.0,0.0,0.0,965.0,0.0,0.0,0.0,396.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,49.0,6.0,0.0,100.0
39,Thibaut Courtois,be BEL,GK,Real Madrid,es La Liga,29,36.0,1992,36.0,36.0,3240.0,29.0,0.81,120.0,91.0,77.5,26.0,7.0,3.0,16.0,44.4,3.0,2.0,1.0,0.0,33.3,1.0,2.0,0.0,33.3,0.25,4.3,0.12,74.0,251.0,29.5,936.0,188.0,20.3,28.8,199.0,30.7,34.3,467.0,21.0,4.5,31.0,0.86,15.5,1992,36.0,36.0,3240.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,936.0,1137.0,82.3,21923.0,14426.0,208.0,210.0,99.0,531.0,537.0,98.9,192.0,383.0,50.1,0.0,5.0,0.0,0.0,1.0,897.0,238.0,39.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.06,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,0.0,9.0,1.0,1203.0,1037.0,1197.0,6.0,0.0,0.0,1203.0,0.0,0.0,0.0,659.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,44.0,8.0,1.0,88.9
40,Alessio Cragno,it ITA,GK,Cagliari,it Serie A,27,35.0,1994,35.0,35.0,3150.0,63.0,1.8,168.0,104.0,66.1,6.0,10.0,19.0,2.0,5.7,8.0,6.0,2.0,0.0,25.0,4.0,10.0,1.0,52.4,0.28,-9.6,-0.27,321.0,703.0,45.7,890.0,112.0,52.9,39.4,316.0,73.4,48.2,484.0,22.0,4.5,33.0,0.94,15.0,1994,35.0,35.0,3150.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,775.0,1216.0,63.7,27429.0,23122.0,97.0,100.0,97.0,256.0,264.0,97.0,410.0,830.0,49.4,0.0,27.0,0.0,0.0,0.0,752.0,454.0,138.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,3.0,0.09,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.03,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,1.0,0.0,3.0,3.0,100.0,0.0,0.0,0.0,0.0,1.0,14.0,1.0,1305.0,1064.0,1295.0,11.0,0.0,0.0,1305.0,0.0,0.0,0.0,486.0,1.0,1.0,0.0,1.0,8.0,0.0,0.0,1.0,0.0,39.0,3.0,3.0,50.0
41,Finn Dahmen,de GER,GK,Mainz 05,de Bundesliga,23,2.0,1998,2.0,2.0,180.0,3.0,1.5,5.0,2.0,60.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.24,-0.9,-0.43,3.0,14.0,21.4,59.0,9.0,16.9,25.8,20.0,20.0,31.2,27.0,2.0,7.4,2.0,1.0,14.4,1998,2.0,2.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,79.0,83.5,1374.0,725.0,22.0,22.0,100.0,33.0,33.0,100.0,11.0,24.0,45.8,0.0,0.0,0.0,0.0,0.0,55.0,24.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,83.0,69.0,83.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
42,Karl Darlow,eng ENG,GK,Newcastle Utd,eng Premier League,30,8.0,1990,8.0,8.0,720.0,15.0,1.87,37.0,23.0,64.9,0.0,5.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,9.5,0.21,-4.5,-0.56,72.0,163.0,44.2,187.0,28.0,61.5,44.5,62.0,77.4,56.7,106.0,5.0,4.7,4.0,0.5,10.5,1990,8.0,8.0,720.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,250.0,62.0,6276.0,4923.0,13.0,13.0,100.0,42.0,43.0,97.7,99.0,191.0,51.8,0.0,10.0,0.0,0.0,0.0,151.0,98.0,36.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,266.0,214.0,262.0,4.0,0.0,0.0,266.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,5.0,2.0,0.0,100.0
43,Arthur Desmas,fr FRA,GK,Clermont Foot,fr Ligue 1,27,14.5,1994,15.0,15.0,1304.0,33.0,2.28,66.0,34.0,54.5,3.0,4.0,7.0,3.0,20.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,1.0,22.3,0.3,-9.7,-0.67,32.0,133.0,24.1,302.0,53.0,28.8,30.2,112.0,41.1,33.8,159.0,5.0,3.1,4.0,0.28,10.6,1994,15.0,15.0,1304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.0,414.0,72.2,6524.0,4557.0,109.0,109.0,100.0,122.0,128.0,95.3,63.0,172.0,36.6,0.0,5.0,0.0,0.0,1.0,268.0,146.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,440.0,382.0,439.0,1.0,0.0,0.0,440.0,0.0,0.0,0.0,181.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0
44,Javier Díaz,es ESP,GK,Sevilla,es La Liga,24,1.0,1997,1.0,1.0,90.0,1.0,1.0,2.0,1.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.28,-0.4,-0.45,5.0,10.0,50.0,31.0,2.0,25.8,29.1,3.0,66.7,49.3,17.0,1.0,5.9,0.0,0.0,13.7,1997,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,34.0,82.4,734.0,459.0,6.0,6.0,100.0,13.0,14.0,92.9,9.0,14.0,64.3,0.0,0.0,0.0,0.0,0.0,27.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,32.0,35.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
45,Stole Dimitrievski,mk MKD,GK,Rayo Vallecano,es La Liga,27,30.8,1993,31.0,30.0,2772.0,37.0,1.2,126.0,88.0,76.2,11.0,8.0,11.0,9.0,30.0,9.0,7.0,2.0,0.0,22.2,0.0,3.0,1.0,37.7,0.23,1.7,0.05,182.0,554.0,32.9,711.0,151.0,54.3,42.1,230.0,73.0,53.5,405.0,35.0,8.6,35.0,1.14,13.9,1993,31.0,30.0,2772.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,545.0,947.0,57.6,18378.0,15122.0,70.0,71.0,98.6,222.0,227.0,97.8,249.0,639.0,39.0,0.0,21.0,0.0,0.0,0.0,618.0,323.0,93.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,7.0,0.23,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,3.0,1017.0,871.0,1010.0,7.0,0.0,0.0,1017.0,0.0,0.0,0.0,366.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,24.0,11.0,2.0,84.6
46,Matías Dituro,ar ARG,GK,Celta Vigo,es La Liga,34,38.0,1987,38.0,38.0,3420.0,43.0,1.13,136.0,91.0,71.3,12.0,10.0,16.0,14.0,36.8,8.0,4.0,4.0,0.0,50.0,0.0,1.0,2.0,43.3,0.27,2.3,0.06,303.0,804.0,37.7,1176.0,131.0,51.3,40.3,283.0,71.0,52.4,452.0,36.0,8.0,37.0,0.97,14.3,1987,38.0,38.0,3420.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,926.0,1465.0,63.2,31107.0,24454.0,93.0,95.0,97.9,396.0,408.0,97.1,436.0,952.0,45.8,1.0,23.0,1.0,0.0,2.0,1061.0,398.0,115.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,2.0,0.05,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,1534.0,1311.0,1521.0,11.0,2.0,0.0,1534.0,0.0,0.0,0.0,717.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,51.0,8.0,0.0,100.0
